is_private,is_failure,is_root,is_valid,not_valid_count,ip_failure,ip_success,no_failure,first,td,target
1,1,0,1,0,7,0,11,0,18,1
0,1,0,0,0,3,0,10,0,47,1
0,1,0,1,0,3,0,10,0,8,1
1,1,0,1,0,4,0,8,0,2,1
0,1,1,1,0,6,0,10,0,10,1
1,1,0,0,0,6,0,10,0,32,1
1,1,0,1,0,6,1,9,0,28,1
1,1,0,0,8,10,8,8,0,1603,1
1,1,0,1,0,4,0,11,0,10,1
0,1,1,1,0,7,0,10,0,1,1
1,1,0,0,0,5,0,10,0,33,1
1,1,0,1,0,3,0,11,0,9,1
1,1,0,1,0,7,1,10,0,161,1
0,1,0,0,0,6,0,12,0,29,1
1,1,0,1,0,7,1,11,0,436,1
0,1,0,0,7,7,0,8,0,2,1
0,1,0,1,0,5,0,8,0,45,1
1,1,0,0,1,3,0,11,0,72,1
0,1,0,1,0,4,0,9,0,9,1
1,1,0,1,0,6,0,9,0,20,1
0,1,0,0,0,4,0,9,0,49,1
1,1,0,0,4,6,0,7,0,1,1
1,1,0,1,0,6,1,9,0,27,1
1,1,0,0,0,6,2,9,0,785,1
1,1,0,1,0,7,0,10,0,18,1
1,1,0,0,6,10,7,9,0,963,1
0,1,1,1,0,7,0,11,0,12,1
1,1,0,0,12,13,13,8,0,1766,1
1,1,0,0,0,4,0,11,0,37,1
0,1,0,1,0,5,0,10,0,2,1
0,1,0,0,0,7,0,12,0,27,1
1,1,1,1,0,6,1,8,0,2,1
1,1,0,1,0,7,1,11,0,6,1
0,1,0,0,29,38,14,39,0,285,1
1,1,1,0,1,3,1,7,0,8,1
1,1,0,1,21,33,2,16,0,16,1
1,1,0,0,19,38,14,7,0,3,1
1,1,1,0,27,4,2,17,0,16,1
0,1,0,1,5,33,1,35,0,9,1
1,1,0,0,0,43,1,45,0,14,1
0,1,1,1,20,5,14,43,0,14,1
1,1,0,1,24,21,0,14,0,6,1
0,1,1,0,26,26,14,9,0,54,1
1,1,0,0,13,45,0,12,0,0,1
1,1,0,1,19,8,2,11,0,1,1
0,1,0,1,5,38,0,30,0,9,1
1,1,0,1,2,44,2,45,0,285,1
1,1,0,1,9,20,14,37,0,21,1
1,1,0,0,9,8,14,38,0,24,1
0,1,0,1,9,39,0,33,0,8,1
0,1,1,1,4,4,1,33,0,6,1
0,1,0,0,20,33,14,10,0,9,1
0,1,1,1,16,33,1,19,0,9,1
1,1,0,0,17,21,1,22,0,4,1
0,1,0,1,1,10,2,18,0,54,1
1,1,0,1,26,30,0,44,0,1351,1
0,1,0,0,10,44,0,44,0,285,1
1,1,1,1,26,10,1,13,0,21,1
1,1,0,0,27,4,14,30,0,1351,1
1,1,0,1,16,2,0,30,0,463,1
1,1,0,0,14,36,2,19,0,15,1
1,1,1,0,20,38,2,15,0,10,1
0,1,0,1,19,13,2,12,0,8,1
1,1,0,0,10,3,0,13,0,10,1
1,1,0,0,13,43,2,9,0,3,1
1,1,0,0,29,25,1,36,0,1351,1
1,1,1,0,12,7,1,31,0,3,1
1,1,1,0,21,22,1,30,0,30,1
1,1,1,1,1,9,1,15,0,8,1
1,1,0,0,24,38,0,20,0,285,1
1,1,1,1,30,3,14,40,0,1803,1
0,1,1,0,0,10,1,37,0,9,1
0,1,1,1,18,19,1,18,0,1,1
1,1,1,1,8,36,14,40,0,6,1
1,1,0,0,2,31,2,14,0,21,1
1,1,0,1,29,15,14,36,0,1351,1
1,1,1,1,23,23,0,24,0,4,1
0,1,0,1,7,26,0,44,0,30,1
1,1,1,1,12,18,14,26,0,1351,1
1,1,0,0,11,31,0,9,0,24,1
1,1,0,1,6,21,2,10,0,4,1
0,1,0,0,14,9,2,13,0,1803,1
1,1,1,0,27,9,2,13,0,42,1
1,1,1,0,9,8,0,10,0,1803,1
1,1,1,0,10,13,2,38,0,30,1
0,1,1,0,21,20,14,24,0,8,1
1,1,0,1,14,19,2,22,0,3,1
1,1,0,0,26,2,2,16,0,463,1
1,1,0,1,25,37,14,13,0,6,1
1,1,0,1,8,15,0,30,0,30,1
1,1,0,1,9,9,2,19,0,42,1
1,1,0,0,23,22,2,22,0,54,1
1,1,0,1,2,26,0,10,0,463,1
1,1,0,0,15,17,14,29,0,14,1
0,1,0,1,1,38,14,23,0,42,1
1,1,0,0,26,12,0,25,0,463,1
0,1,1,0,2,37,2,37,0,1803,1
0,1,0,0,19,26,2,17,0,42,1
0,1,0,1,13,23,2,37,0,54,1
1,1,1,1,15,7,0,45,0,6,1
0,1,0,0,11,35,1,33,0,1803,1
0,1,0,0,24,44,14,20,0,54,1
1,1,1,0,27,40,2,23,0,54,1
1,1,0,0,25,20,1,9,0,42,1
1,1,0,1,5,31,2,21,0,16,1
1,1,0,0,17,19,0,8,0,14,1
1,1,0,0,2,10,14,37,0,54,1
1,1,1,1,24,9,0,19,0,15,1
0,1,0,1,20,16,0,29,0,4,1
1,1,1,0,0,3,14,24,0,6,1
0,1,1,0,9,44,0,39,0,4,1
0,1,0,0,29,19,1,14,0,15,1
0,1,0,0,22,31,0,12,0,9,1
1,1,0,0,15,9,2,26,0,42,1
0,1,1,1,15,25,14,33,0,8,1
1,1,1,0,29,35,14,31,0,30,1
0,1,0,0,20,27,0,40,0,21,1
1,1,1,0,4,7,0,36,0,6,1
0,1,0,1,15,43,2,37,0,14,1
1,1,1,0,27,2,1,43,0,1803,1
1,1,0,0,27,38,1,37,0,6,1
1,1,0,1,16,4,1,23,0,9,1
1,1,1,0,0,8,1,12,0,54,1
0,1,0,1,18,29,14,36,0,4,1
0,1,0,0,16,35,0,24,0,30,1
1,1,0,1,30,22,1,31,0,4,1
1,1,0,1,23,27,2,13,0,16,1
0,1,1,1,1,21,2,36,0,16,1
1,1,1,0,4,26,14,15,0,285,1
0,1,1,0,0,16,14,21,0,16,1
1,1,0,0,17,18,14,21,0,42,1
1,1,0,1,15,38,0,15,0,42,1
1,1,0,1,17,12,14,35,0,0,1
