duration,flag_OTH,flag_REJ,flag_RSTO,flag_RSTR,flag_S0,flag_S1,flag_S2,flag_S3,flag_SF,flag_SH,src_bytes,dst_bytes,hot,logged_in,num_compromised,root_shell,num_access_files,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,class,source
13,0,0,0,0,1,0,1,0,0,0,43232,5840,2,0,1,0,0,23,21,0.14,0.14,0.12,0.05,0.06,0.23,1.0,106,6,0.2,0.06,0.04,1.0,0.98,0.0,0.45,0.19,0,gan
0,0,1,0,0,0,0,0,0,1,0,36256,0,0,1,0,0,1,149,5,0.88,0.14,0.4,0.07,0.63,0.17,0.22,91,59,0.96,0.03,0.5,0.0,0.67,1.0,0.0,0.08,0,gan
8,0,1,0,0,1,0,0,0,1,0,43232,5840,2,1,1,0,1,80,25,0.99,0.74,0.4,0.11,0.32,0.0,0.1,26,20,0.07,0.06,0.06,0.0,0.98,1.0,0.34,0.03,0,gan
0,0,0,0,1,1,0,1,0,0,1,0,2920,0,0,1,0,0,245,6,0.0,0.9,0.08,0.25,0.15,0.14,0.38,100,56,0.14,0.07,0.0,0.0,1.0,0.0,0.34,0.33,0,gan
2,0,1,0,1,0,0,1,0,1,0,54540,7300,0,1,1,0,1,1,7,0.25,0.46,0.03,0.6,0.14,0.19,0.18,87,237,0.3,0.03,1.0,0.0,0.82,0.0,0.07,0.02,0,gan
0,0,0,0,0,1,1,1,0,0,1,21048,5840,0,1,1,0,0,91,31,0.0,0.59,0.05,0.67,0.43,0.36,0.1,131,12,1.0,0.0,0.11,0.0,0.98,0.01,0.05,0.04,0,gan
13,0,1,0,0,0,0,1,0,0,0,0,5840,2,0,1,1,0,41,20,1.0,0.14,0.02,0.08,0.51,0.04,0.38,228,20,0.11,0.79,0.05,0.0,1.0,0.01,0.05,0.16,0,gan
12,0,0,0,0,0,0,1,0,0,1,49640,5840,2,0,0,0,0,267,15,0.92,0.65,1.0,0.25,0.33,0.67,0.13,160,14,1.0,0.05,0.11,0.0,0.67,0.01,0.04,0.01,0,gan
8,0,1,0,0,1,0,0,0,1,1,43232,7300,0,0,0,0,0,289,25,0.17,0.95,0.08,0.67,0.92,0.05,0.22,177,61,0.05,0.0,0.08,0.0,0.0,0.03,0.07,0.26,0,gan
4,0,0,0,0,1,0,1,0,0,1,36256,5840,1,1,0,1,0,245,31,0.14,0.83,0.67,0.6,0.08,0.09,0.18,251,7,1.0,0.07,0.05,0.0,0.67,0.01,0.08,0.06,0,gan
13,0,0,0,0,0,1,1,0,0,0,54540,5840,2,0,1,0,0,251,14,0.5,0.0,0.33,0.2,0.08,0.14,0.09,203,60,0.03,0.06,0.04,0.0,0.98,0.01,0.11,0.06,0,gan
8,0,0,0,1,0,1,1,0,0,0,45908,0,1,0,0,1,1,192,18,0.75,0.9,0.2,0.0,0.28,0.43,0.38,254,70,0.05,0.08,0.09,0.0,0.0,0.01,0.42,0.2,0,gan
12,0,0,0,1,1,0,1,0,0,0,21048,2920,0,0,0,0,0,101,45,0.0,0.67,0.02,0.6,0.47,0.07,0.25,203,118,0.28,0.03,0.01,0.0,0.67,0.03,0.33,0.07,0,gan
4,0,1,0,0,1,0,0,0,0,0,0,5840,0,1,1,0,0,146,16,0.14,0.5,0.2,0.33,0.22,0.43,0.0,12,69,0.06,0.18,1.0,0.0,0.67,0.0,0.45,0.5,0,gan
0,0,1,0,1,1,0,0,0,1,0,47612,8315,0,0,1,0,0,253,15,0.93,0.8,0.4,0.11,0.01,1.0,0.09,45,116,1.0,0.06,0.11,0.0,0.82,0.02,0.34,0.05,0,gan
4,0,0,0,0,0,0,1,0,0,1,53776,7300,1,1,1,0,1,48,27,0.92,0.91,0.2,0.0,0.17,0.33,0.18,1,91,0.03,0.02,0.11,1.0,0.02,0.0,0.26,0.06,0,gan
5,0,0,0,1,0,0,1,0,1,0,54540,2920,0,1,1,1,0,117,15,0.75,0.17,0.67,0.25,0.5,0.0,0.33,183,9,0.26,0.07,0.07,0.0,0.0,0.01,0.95,0.5,0,gan
6,0,1,0,0,0,0,0,0,1,0,36256,8314,2,0,0,1,1,266,14,0.0,0.91,0.03,0.25,0.31,0.06,0.75,46,47,1.0,0.05,0.0,0.0,0.0,1.0,0.0,0.35,0,gan
8,0,0,0,0,0,0,0,0,0,1,54540,8127,1,0,0,0,0,263,6,0.98,0.36,1.0,0.0,0.75,0.5,0.07,82,152,0.26,1.0,0.11,1.0,0.03,0.03,0.5,0.02,0,gan
2,0,0,0,1,1,0,0,0,0,0,29200,8314,2,1,0,1,0,105,11,0.99,0.2,0.29,0.67,0.0,0.06,0.75,45,96,0.05,1.0,0.17,0.0,0.03,1.0,1.0,0.16,0,gan
8,0,0,0,0,1,1,0,0,1,1,49640,8314,0,1,1,0,0,33,27,0.0,0.89,0.25,0.0,0.12,0.21,0.06,85,255,0.04,0.08,0.02,1.0,0.03,0.03,0.26,0.03,0,gan
13,0,0,0,0,1,0,0,0,0,1,54060,8314,2,1,1,0,0,263,18,0.2,0.0,0.67,0.25,0.67,0.21,0.38,201,40,0.15,0.03,0.07,1.0,0.98,0.0,0.01,0.34,0,gan
8,0,1,0,1,1,0,0,0,1,1,49640,4380,0,0,0,1,0,18,9,1.0,0.9,0.29,0.17,0.6,0.12,0.67,240,33,0.01,0.0,0.08,0.0,0.0,0.0,0.5,0.16,0,gan
0,0,1,0,0,0,0,0,0,0,0,51,2920,2,1,1,1,1,62,20,0.14,0.2,0.08,0.2,0.95,0.3,0.29,160,166,0.04,0.33,0.0,1.0,0.03,0.0,0.01,0.42,0,gan
4,0,0,0,0,1,0,1,0,0,1,36256,8127,2,0,1,0,0,300,1,1.0,0.74,0.0,0.25,0.03,0.04,0.0,72,130,0.23,0.33,1.0,0.0,0.0,0.01,0.06,0.26,0,gan
6,0,0,0,0,1,1,1,0,1,1,49640,8314,1,0,1,0,0,275,25,0.95,0.9,0.17,0.75,0.28,0.2,0.12,6,158,0.14,0.09,0.09,1.0,0.99,1.0,0.17,0.06,0,gan
8,0,0,0,0,0,0,0,0,0,1,47612,7300,2,1,0,1,0,66,4,0.5,0.17,1.0,0.67,0.47,0.1,0.2,85,92,0.24,0.08,1.0,1.0,0.01,1.0,0.34,0.05,0,gan
2,0,0,0,0,0,0,0,0,1,0,21048,7300,1,0,1,1,0,29,3,1.0,0.59,0.4,0.33,0.16,0.38,0.22,101,11,0.02,0.08,0.04,1.0,0.0,0.0,0.17,0.11,0,gan
12,0,1,0,0,0,0,0,0,0,0,0,7300,2,1,1,0,0,64,17,0.95,0.59,0.02,0.75,0.34,0.15,0.33,39,203,1.0,0.18,0.33,0.0,0.98,1.0,0.17,0.03,0,gan
13,0,1,0,1,1,0,1,0,0,0,49640,7300,2,1,0,1,0,16,31,0.5,0.59,0.2,0.0,0.56,0.07,0.15,69,135,0.07,0.05,0.06,1.0,0.82,1.0,0.34,0.07,0,gan
0,0,0,0,1,1,0,0,0,1,0,54060,0,2,0,0,0,1,251,21,0.0,0.83,1.0,0.0,0.34,0.18,1.0,96,251,0.08,0.06,0.17,0.0,0.67,0.0,0.0,0.07,0,gan
12,0,1,0,0,0,0,0,0,1,0,29200,7300,2,0,0,0,0,41,14,0.5,0.8,1.0,0.1,0.88,0.18,0.07,165,75,0.28,0.01,0.09,0.0,0.82,1.0,0.16,0.17,0,gan
0,0,1,0,0,0,0,0,0,1,0,54540,0,0,0,1,1,1,9,7,0.93,0.74,0.0,0.11,0.33,0.15,0.67,187,115,0.17,0.03,0.17,1.0,1.0,0.0,0.05,0.16,0,gan
13,0,0,0,0,1,1,0,0,0,0,0,8127,1,1,0,0,0,104,28,0.2,0.94,0.67,0.05,0.16,0.13,0.07,70,66,0.17,0.02,0.05,0.0,0.0,1.0,0.11,0.01,0,gan
5,0,1,0,0,1,0,0,0,0,0,49640,0,0,1,1,0,0,4,2,0.88,0.59,0.67,0.25,0.47,0.06,0.6,249,243,0.05,0.0,0.25,1.0,0.03,0.0,0.16,0.02,0,gan
8,0,0,0,1,0,1,0,0,1,0,51,8314,2,1,0,0,1,25,8,0.5,0.36,0.0,0.17,0.5,0.13,0.29,255,65,0.28,0.06,0.02,1.0,1.0,0.02,0.08,0.05,0,gan
0,0,0,0,0,0,1,0,0,1,0,54540,4380,2,1,1,0,0,12,28,0.25,0.0,0.67,0.67,0.42,0.21,0.75,84,25,0.18,0.05,0.05,0.0,0.98,0.0,0.32,0.04,0,gan
12,0,0,0,1,0,1,0,0,1,0,0,8127,0,1,0,1,1,269,1,0.5,0.2,0.17,0.0,0.33,0.09,0.22,135,16,0.16,0.04,0.04,0.0,0.67,1.0,0.05,0.07,0,gan
5,0,1,0,1,0,1,0,0,0,0,54540,8314,2,1,1,0,0,102,15,0.14,0.59,0.5,0.0,0.0,0.06,0.11,107,34,0.03,0.07,0.09,0.0,0.03,0.0,0.26,0.19,0,gan
0,0,0,0,1,1,1,0,0,0,0,54540,0,0,1,0,1,0,232,9,0.71,0.46,0.0,0.14,0.95,0.67,0.75,92,159,0.1,0.79,0.01,0.0,0.01,0.02,0.16,0.47,0,gan
2,0,0,0,0,0,0,0,0,0,0,0,5840,2,0,0,0,0,251,18,0.5,0.26,0.17,0.1,0.29,0.08,0.25,75,41,0.03,0.07,0.07,0.0,0.99,0.02,0.11,0.35,0,gan
13,0,1,0,0,0,0,0,0,0,1,0,8127,2,0,1,1,1,6,1,0.0,0.14,0.67,0.05,0.07,0.18,0.38,82,4,0.03,0.08,0.04,0.0,1.0,0.0,0.05,0.19,0,gan
6,0,0,0,0,0,1,1,0,1,0,54540,8314,2,1,0,1,0,6,23,0.93,0.36,0.12,0.75,0.02,0.25,0.18,246,251,0.26,0.18,0.02,0.0,0.82,0.0,0.05,0.01,0,gan
0,0,0,0,0,1,0,1,0,1,0,0,8127,0,1,0,0,0,205,16,0.71,0.93,0.25,0.33,0.95,1.0,0.75,106,50,0.3,0.08,0.05,0.0,0.82,1.0,0.07,1.0,0,gan
2,0,0,0,0,0,0,0,0,0,1,29200,8315,1,1,0,0,0,114,45,0.88,0.2,0.4,0.07,0.28,0.07,0.0,172,135,0.0,0.04,0.08,0.0,1.0,0.03,0.03,0.5,0,gan
0,0,0,0,0,0,0,0,0,1,1,0,8314,0,1,1,0,0,247,7,0.25,0.93,0.67,0.08,0.18,0.19,0.07,31,20,0.26,0.0,0.5,0.0,0.67,0.0,0.07,0.0,0,gan
6,0,1,0,0,0,1,0,0,1,0,21048,8127,0,1,0,0,1,293,17,1.0,0.94,0.4,0.5,0.8,0.08,0.5,6,41,0.04,0.01,0.09,0.0,0.02,1.0,0.0,0.01,0,gan
5,0,0,0,1,0,0,0,0,1,1,51,2920,0,1,0,0,0,109,3,0.14,0.95,0.05,1.0,1.0,0.2,0.22,102,50,0.26,0.05,0.33,0.0,0.98,0.03,0.17,0.01,0,gan
6,0,1,0,0,0,1,0,0,0,1,36256,7300,2,1,1,0,0,31,2,0.5,0.55,0.25,1.0,0.07,1.0,0.6,116,19,0.2,0.02,0.06,0.0,1.0,1.0,0.04,0.19,0,gan
0,0,0,0,1,1,0,1,0,0,1,36256,8314,2,1,0,0,0,172,7,0.71,0.43,0.02,0.1,0.22,0.18,0.0,11,134,0.05,1.0,0.02,0.0,0.02,1.0,0.01,0.47,0,gan
4,0,0,0,0,1,0,0,0,1,0,51,0,2,0,1,1,1,124,16,0.2,0.95,1.0,1.0,0.19,0.1,0.38,84,63,0.28,0.05,0.33,1.0,0.99,0.02,0.01,0.04,0,gan
6,0,0,0,1,0,1,1,0,0,1,53776,8314,2,0,0,0,0,85,24,0.5,1.0,0.03,0.0,0.93,0.15,0.4,181,87,0.25,0.03,0.25,1.0,0.99,0.0,0.04,0.01,0,gan
6,0,1,0,0,1,1,0,0,0,0,45908,0,0,0,0,0,1,272,14,0.97,0.17,0.17,0.6,0.52,0.06,0.25,50,39,0.17,0.18,0.25,1.0,0.82,0.01,0.06,0.0,0,gan
8,0,1,0,0,0,0,0,0,1,0,51,8314,1,1,0,0,1,226,1,0.17,0.92,0.6,0.25,0.24,0.16,0.22,134,213,0.23,0.07,0.25,0.0,0.67,1.0,0.5,0.2,0,gan
8,0,0,0,0,1,1,0,0,0,1,43232,0,2,1,1,0,1,89,25,0.71,0.36,0.0,0.25,0.09,0.38,0.25,1,4,0.14,0.0,0.0,0.0,0.01,0.0,0.5,0.5,0,gan
5,0,1,0,1,1,0,1,0,0,0,54060,0,2,0,1,0,0,19,31,0.93,0.26,0.25,0.25,0.04,0.4,0.1,175,177,0.14,0.04,0.09,1.0,0.03,1.0,0.06,0.06,0,gan
12,0,0,0,0,1,0,0,0,1,0,53208,7300,2,0,1,1,1,31,27,0.0,0.95,0.12,0.75,0.12,0.04,0.2,254,5,0.04,0.79,0.09,0.0,0.0,0.02,0.5,0.08,0,gan
12,0,0,0,0,0,0,0,0,0,0,43232,0,2,1,1,1,0,23,23,0.92,0.17,0.75,1.0,0.62,0.13,0.13,61,246,0.15,0.03,0.0,0.0,0.03,0.01,0.02,0.04,0,gan
8,0,0,0,0,0,0,0,0,1,0,45908,8314,0,0,1,1,0,292,17,0.25,0.43,0.08,0.08,0.22,0.1,0.12,3,26,0.02,0.04,0.09,0.0,0.03,0.01,0.08,0.01,0,gan
6,0,0,0,0,0,0,0,0,1,1,45908,8127,0,1,1,0,1,68,12,0.25,0.39,0.17,0.0,0.13,0.07,0.4,11,60,0.01,0.02,0.04,0.0,0.01,0.01,0.19,0.11,0,gan
12,0,1,0,0,1,1,1,0,0,0,54540,8314,1,1,1,1,1,118,2,0.99,0.14,0.05,0.17,0.47,0.12,0.29,20,87,0.3,1.0,0.03,1.0,0.99,0.01,0.33,0.45,0,gan
2,0,0,0,0,0,0,1,0,0,0,51,2920,2,0,0,0,0,33,22,0.88,0.93,0.07,0.6,0.05,0.38,0.4,15,20,0.05,0.79,0.04,0.0,0.0,0.03,0.34,0.07,0,gan
