word_freq_make,word_freq_address,word_freq_all,word_freq_3d,word_freq_our,word_freq_over,word_freq_remove,word_freq_internet,word_freq_order,word_freq_mail,word_freq_receive,word_freq_will,word_freq_people,word_freq_report,word_freq_addresses,word_freq_free,word_freq_business,word_freq_email,word_freq_you,word_freq_credit,word_freq_your,word_freq_font,word_freq_000,word_freq_money,word_freq_hp,word_freq_hpl,word_freq_george,word_freq_650,word_freq_lab,word_freq_labs,word_freq_telnet,word_freq_857,word_freq_data,word_freq_415,word_freq_85,word_freq_technology,word_freq_1999,word_freq_parts,word_freq_pm,word_freq_direct,word_freq_cs,word_freq_meeting,word_freq_original,word_freq_project,word_freq_re,word_freq_edu,word_freq_table,word_freq_conference,char_freq_;,char_freq_C,char_freq_I,char_freq_!,char_freq_$,char_freq_#,capital_run_length_average,capital_run_length_longest,capital_run_length_total,spam,source
0.06,0.92,1.35,0.06,0.8,0.6,0.42,0.05,0.93,0.17,0.33,1.29,0.24,1.05,1.1,1.24,1.17,2.05,0.14,3.8,0.75,7.97,0.33,0.0,0.38,0.04,1.28,0.81,0.0,0.62,0.55,0.47,0.41,0.19,0.06,0.57,1.96,0.0,0.48,0.43,0.0,0.0,0.07,0.08,0.04,0.37,0.02,0.19,0.01,0.27,0.087,0.437,0.151,0.062,10.817,430,1087,1,gan
0.95,0.36,0.78,40.13,1.21,1.1,0.06,0.41,0.25,1.13,0.34,0.49,0.05,0.44,0.35,1.59,1.0,0.4,4.51,0.08,3.73,4.57,1.36,0.34,0.68,0.97,0.43,1.36,0.12,0.18,0.0,0.0,2.12,0.0,0.48,0.22,1.46,0.1,0.33,0.2,0.0,0.35,0.2,0.03,0.31,0.81,0.06,0.0,0.005,0.204,0.095,1.6269999999999998,0.288,0.1689999999999999,4.75,299,389,1,gan
0.49,0.81,2.15,13.63,1.49,0.41,1.34,2.45,1.31,0.22,0.1,0.94,0.93,0.52,1.58,1.08,4.81,1.01,0.21,2.38,0.13,9.53,0.8,0.66,0.05,1.46,0.0,0.24,0.05,2.24,0.0,0.0,0.74,0.19,0.68,0.62,1.96,0.03,0.51,0.43,0.0,0.0,0.09,0.0,0.23,0.62,0.09,0.3,0.046,0.228,0.0,0.156,0.322,0.1669999999999999,2.336,87,227,1,gan
0.37,0.78,1.68,4.31,1.31,1.1,3.12,0.58,0.17,3.9,0.74,0.65,0.28,1.22,0.68,1.09,0.17,0.0,1.68,0.41,1.37,0.22,1.41,0.23,1.49,0.52,0.0,0.42,0.0,2.24,0.4,0.0,1.25,1.35,0.0,0.0,0.31,0.0,0.09,0.31,0.0,0.03,0.17,0.08,0.13,0.0,0.0,0.0,0.095,0.13,0.048,0.518,0.201,0.6859999999999999,2.227,376,66,1,gan
2.12,0.78,0.9,0.57,1.49,1.36,0.53,1.1,0.27,3.57,0.14,0.02,0.7,1.07,0.24,1.63,1.55,0.05,1.65,2.53,0.88,0.2,0.11,12.5,1.49,1.77,0.0,0.24,0.0,0.24,0.0,0.47,0.16,0.19,0.03,0.27,1.1,0.28,0.23,0.42,0.0,0.06,0.0,0.02,1.26,0.44,0.46,0.0,0.261,0.083,0.038,0.835,0.1169999999999999,0.069,1.987,887,537,1,gan
0.87,0.0,0.46,0.0,2.94,0.41,1.07,0.62,1.09,2.09,0.23,2.17,0.06,0.07,0.02,0.58,0.79,0.9,2.07,0.46,0.35,5.55,0.49,0.32,0.34,0.0,1.28,0.25,0.0,0.0,0.0,0.0,0.74,1.35,0.13,0.05,0.38,0.08,0.64,0.08,0.0,0.11,0.36,0.96,0.59,0.38,0.11,0.26,0.04,0.225,0.053,1.3630000000000002,0.025,0.027,5.16,136,12,1,gan
0.37,0.27,1.09,0.0,1.16,0.0,2.94,1.65,0.8,0.48,0.73,0.14,0.17,0.46,0.31,10.16,0.38,2.32,0.43,0.4,1.26,9.53,0.66,0.18,1.18,0.0,1.28,0.42,0.0,0.11,0.0,0.0,0.26,0.17,0.19,1.05,1.4,0.19,0.52,0.63,0.0,0.0,0.08,0.0,0.2,0.02,0.11,0.0,0.198,0.135,0.091,0.293,0.087,0.053,3.626,69,261,1,gan
0.52,2.43,1.53,0.0,2.15,0.22,1.03,2.2,0.37,1.28,0.4,0.0,0.7,0.18,0.58,0.33,0.42,0.68,4.11,0.48,2.17,0.38,3.17,0.41,0.09,1.49,0.2,0.15,0.0,2.24,0.4,0.0,1.88,0.12,0.19,1.33,3.33,0.29,0.0,0.74,0.0,0.0,0.76,1.05,0.57,0.02,0.0,0.0,0.216,0.078,0.021,0.904,0.862,0.066,5.327999999999999,144,318,1,gan
2.43,0.32,0.59,0.44,0.96,0.76,0.79,3.19,0.1,0.82,0.1,0.37,0.3,0.67,0.29,0.2,0.28,1.92,2.33,0.43,1.24,0.93,0.0,0.29,0.68,0.0,0.0,0.0,0.05,0.0,0.0,0.0,0.0,0.38,0.5,0.44,0.0,0.0,0.23,0.0,0.0,0.34,0.05,0.0,0.2,0.62,0.46,0.0,0.7090000000000001,0.222,0.161,0.242,0.059,0.124,1.3769999999999998,67,1059,1,gan
1.19,0.5,0.46,0.16,1.88,0.3,0.34,0.0,0.1,0.5,0.64,0.68,1.76,0.21,0.54,0.32,0.16,1.13,3.88,2.98,5.4,0.55,0.32,1.31,0.68,0.97,1.28,0.43,0.0,0.0,0.0,0.0,0.53,0.0,0.47,0.98,0.1,0.42,0.21,0.12,0.0,0.06,0.12,0.05,0.34,0.1,0.0,0.19,0.496,0.089,0.042,1.44,0.201,0.031,2.818,304,3752,1,gan
0.57,0.92,0.11,0.52,0.82,0.64,2.25,0.08,0.74,0.23,0.73,1.36,0.1,0.58,0.18,1.03,1.58,1.37,1.81,1.05,1.08,0.55,0.9,0.38,0.38,1.77,0.18,0.73,0.0,2.24,0.0,0.0,0.16,0.07,0.06,0.09,0.41,0.11,0.0,0.16,0.0,0.34,0.38,0.05,0.89,0.0,0.06,0.3,0.065,0.4429999999999999,0.1369999999999999,0.203,0.3,0.186,1.617,278,440,1,gan
0.61,0.72,0.53,1.16,0.6,1.4,0.33,0.04,0.71,0.83,0.08,0.58,0.54,0.4,0.78,1.18,0.49,0.34,1.61,0.18,4.51,0.38,1.28,0.94,0.09,0.0,1.28,0.42,0.06,0.12,1.36,0.0,0.47,0.0,0.33,0.9,0.15,0.12,0.27,0.33,0.1,0.36,0.24,0.55,0.27,0.94,0.06,0.09,0.436,0.053,0.186,0.736,0.315,0.0969999999999999,5.607,61,110,1,gan
0.82,0.38,1.32,0.52,0.36,0.65,2.29,0.26,0.43,0.68,0.55,1.65,0.98,0.12,0.68,0.45,1.49,1.12,2.24,0.81,3.81,0.55,4.01,0.62,0.0,0.21,0.18,1.66,0.0,0.18,0.0,0.0,0.37,0.0,0.19,0.62,0.97,0.36,0.57,0.52,0.0,0.0,0.76,0.26,1.26,0.0,0.37,0.0,0.077,0.2769999999999999,0.0289999999999999,1.053,1.311,0.2789999999999999,1.741,15,118,1,gan
1.47,0.29,0.29,0.58,0.68,0.23,1.18,1.88,2.48,1.04,0.08,2.1,0.78,0.73,0.71,1.22,1.3,3.18,1.28,0.3,2.95,0.0,1.07,0.25,0.21,1.35,0.0,0.54,0.0,0.0,0.0,0.47,0.41,0.07,0.0,0.35,0.17,0.09,0.02,0.08,0.0,0.35,0.24,0.36,0.12,0.38,0.0,0.0,0.045,0.375,0.525,1.36,0.0289999999999999,0.072,7.273,55,496,1,gan
0.13,0.78,0.42,0.52,1.91,2.1,0.76,0.53,0.61,0.24,0.13,0.7,0.0,1.04,1.15,1.03,1.0,0.47,3.33,3.18,0.6,0.62,2.59,3.33,0.02,0.98,0.43,0.68,0.11,0.0,0.0,0.0,0.16,0.38,0.19,0.34,0.81,0.1,0.0,0.93,0.0,0.0,0.49,0.0,1.35,0.02,0.46,0.0,0.17,0.088,0.01,0.124,3.26,0.043,3.075,412,1407,1,gan
0.47,0.14,1.38,0.17,1.63,0.65,0.51,1.2,1.42,0.38,1.21,1.43,0.58,0.17,1.27,0.16,0.57,1.26,1.88,3.8,2.77,0.27,0.43,0.36,0.38,0.0,0.2,0.44,0.0,0.17,0.0,0.0,0.27,0.12,0.62,0.49,0.34,0.0,0.57,0.51,0.0,0.06,0.0,0.25,0.2,0.33,0.34,0.0,0.066,0.086,0.061,0.1169999999999999,0.472,0.412,3.285,44,583,1,gan
0.89,0.54,0.52,0.95,0.21,0.34,1.58,0.25,0.87,0.78,0.37,1.86,0.69,0.33,0.3,6.02,0.91,0.87,1.58,1.13,3.14,1.23,2.59,0.55,0.38,0.1,0.43,0.94,0.02,0.97,0.0,0.0,0.37,0.0,0.68,1.18,0.1,0.09,0.23,0.22,0.0,0.37,0.24,0.08,0.86,0.36,0.09,0.41,0.4039999999999999,0.099,0.145,5.0,0.231,0.171,5.87,153,105,1,gan
0.69,0.46,1.5,0.49,0.76,0.42,1.25,0.2,0.08,1.65,1.36,2.06,1.32,1.32,2.05,0.54,2.87,0.68,0.47,1.04,0.2,2.0,0.17,1.46,0.0,1.49,0.0,0.48,0.0,0.0,0.4,0.0,0.14,0.0,1.91,0.73,0.13,0.5,1.25,0.66,0.0,0.45,0.08,0.16,1.26,0.33,0.11,0.41,0.065,0.351,0.091,0.435,0.011,0.067,2.84,58,111,1,gan
0.59,0.4,0.25,0.1,2.83,0.15,0.39,0.91,0.0,2.02,0.63,2.06,1.07,0.09,0.25,3.54,1.31,2.38,5.0,2.98,1.56,0.22,1.02,0.16,0.52,0.0,0.0,0.68,0.0,0.0,0.0,0.0,1.36,0.0,0.0,0.97,0.19,0.08,0.47,0.89,0.0,0.0,0.0,0.02,0.59,1.56,0.34,0.24,0.28,0.063,0.045,0.02,0.501,1.121,9.584,137,374,1,gan
0.59,0.06,1.35,4.31,1.38,0.67,1.65,0.59,0.11,1.09,0.17,0.38,0.98,0.37,1.42,0.73,0.31,1.81,0.56,0.43,1.33,0.17,1.3,0.69,0.21,0.26,0.18,0.73,0.0,2.24,0.4,0.47,0.16,0.3,0.6,0.64,1.08,0.12,0.65,0.2,0.0,0.0,0.24,0.36,0.07,0.44,0.09,0.3,0.233,0.084,0.015,1.836,0.162,0.439,1.3330000000000002,51,118,1,gan
0.14,0.37,0.41,1.35,0.19,0.67,0.72,1.65,1.49,1.52,0.27,2.29,0.95,0.12,0.19,0.96,4.81,0.89,2.36,1.26,1.03,1.5,1.02,0.58,0.0,0.09,0.0,0.0,0.0,0.86,0.0,0.0,2.12,1.35,0.07,0.13,0.8,0.19,0.54,0.46,0.0,0.0,0.38,0.08,0.67,0.16,0.37,0.3,0.043,0.072,0.061,0.841,0.017,0.03,3.39,26,442,1,gan
0.09,1.25,0.95,0.0,1.39,0.3,0.0,0.0,0.83,3.9,0.41,1.96,0.22,1.69,1.5,2.46,0.67,1.09,0.94,0.47,4.97,6.41,5.45,0.31,0.21,0.52,0.18,1.66,0.02,2.24,0.0,0.0,0.02,0.0,0.62,0.12,0.41,0.02,0.57,0.03,0.0,0.0,0.12,0.8,0.11,0.98,0.0,0.41,0.027,0.159,0.027,0.428,1.269,0.095,2.5380000000000003,138,341,1,gan
1.63,0.0,0.47,4.31,0.57,0.46,0.75,0.85,0.06,0.49,1.36,0.1,1.81,0.12,1.81,0.39,1.35,0.34,4.76,0.17,0.91,1.93,0.03,0.12,0.02,0.1,0.0,0.0,0.47,0.0,0.0,0.0,0.53,0.3,0.6,0.31,0.0,0.28,0.04,0.11,0.1,0.13,0.36,0.26,0.18,2.5,0.0,0.77,0.134,0.412,0.0289999999999999,0.319,0.3379999999999999,0.048,2.687,332,240,1,gan
0.43,0.41,0.34,0.57,1.52,0.0,0.95,4.62,2.5,3.77,0.0,1.51,0.25,1.32,0.14,1.19,0.86,0.73,0.5,6.32,2.4,9.5,0.14,0.26,0.97,0.05,0.0,8.33,0.12,0.86,0.0,0.0,0.36,0.07,0.47,0.25,1.27,0.29,0.19,0.64,0.0,0.38,0.64,0.3,0.67,0.98,0.0,0.11,0.037,0.147,0.134,0.217,0.532,0.035,13.82,1170,608,1,gan
0.95,0.59,0.47,1.35,2.63,0.33,0.33,2.38,0.13,1.61,0.13,0.59,0.55,0.1,1.51,10.0,1.14,0.55,4.58,0.38,1.96,0.07,0.06,4.16,1.16,0.09,0.0,0.94,0.0,0.0,0.0,0.0,0.36,0.17,0.06,0.09,0.47,0.12,1.25,0.58,0.0,0.38,0.76,0.0,0.09,0.12,0.34,0.41,0.05,0.19,0.064,0.522,0.214,0.326,1.153,152,16,1,gan
0.17,2.43,0.99,0.19,0.85,0.62,0.19,0.79,0.12,0.31,0.06,1.74,0.09,0.09,4.41,0.17,3.4,0.15,7.14,0.42,0.58,10.58,0.61,1.03,1.35,0.34,1.28,0.68,0.0,0.12,0.0,0.0,0.37,1.35,0.47,1.42,0.37,0.12,0.25,0.37,0.0,0.34,0.17,0.0,0.08,0.0,0.0,0.3,0.156,0.266,0.159,0.034,0.174,0.236,5.622000000000001,149,3116,1,gan
0.41,0.68,0.4,19.16,0.68,0.9,0.14,0.36,1.35,0.2,0.96,1.44,1.6,1.32,1.15,1.25,1.37,1.08,0.96,4.96,3.75,1.33,1.82,0.41,0.26,0.05,0.0,8.33,0.12,2.24,0.0,0.0,0.74,0.0,0.0,0.08,0.64,0.19,1.07,0.09,0.0,0.06,0.0,0.0,0.55,0.98,0.04,0.2,1.117,0.3339999999999999,0.087,0.053,0.885,0.1669999999999999,4.735,12,229,1,gan
0.64,0.49,0.51,40.13,0.04,0.46,0.85,2.8,1.41,0.0,0.05,1.17,0.12,1.65,0.78,0.19,1.3,2.45,4.87,0.98,1.42,9.09,2.59,0.16,0.26,0.05,0.0,0.36,0.05,0.0,0.0,0.0,0.08,0.0,0.62,0.05,0.17,0.02,0.09,0.35,0.0,0.11,0.49,0.0,0.15,0.62,0.09,0.41,0.179,0.113,0.053,0.4629999999999999,0.184,0.102,5.289,182,795,1,gan
0.2,1.05,0.81,0.04,1.25,1.4,1.31,0.31,0.38,1.72,0.33,0.94,2.63,0.73,1.1,5.91,2.82,6.66,3.93,0.06,1.25,8.29,0.06,0.23,0.02,1.36,0.18,0.59,0.0,0.0,0.4,0.0,0.08,0.07,0.08,0.13,0.3,0.08,0.51,0.03,0.1,0.11,0.04,1.05,0.97,0.48,0.0,0.0,0.0,0.125,0.284,0.552,0.278,0.185,86.7,138,2213,1,gan
0.29,0.74,1.68,19.16,0.77,0.9,0.52,0.42,1.43,0.29,1.53,1.24,1.21,0.37,1.42,0.87,1.39,0.61,5.32,4.76,2.23,9.33,1.35,0.41,0.98,1.36,0.0,0.1,0.11,0.1,0.55,0.0,0.23,0.3,0.62,0.49,1.1,0.08,0.0,0.17,0.0,0.34,0.18,0.03,1.17,0.47,0.04,0.19,0.021,0.098,0.161,3.333,0.471,0.018,3.782,101,204,1,gan
0.16,0.13,1.19,0.44,0.05,1.25,0.02,1.45,0.54,1.21,0.99,0.28,0.28,1.41,0.81,0.66,0.54,0.64,2.77,2.46,1.01,5.55,0.48,0.61,0.26,0.0,0.18,0.28,0.0,0.1,0.0,0.0,0.34,0.19,0.13,0.84,0.29,0.12,0.02,0.65,0.0,0.06,0.38,0.05,0.62,0.94,0.09,0.0,0.009,0.122,0.33,0.102,0.021,0.152,5.13,37,3084,1,gan
0.51,0.25,0.42,0.57,1.42,0.54,0.37,1.03,0.52,2.22,1.21,0.78,0.58,0.17,1.94,1.68,5.06,0.37,4.16,1.02,0.12,9.29,0.72,0.34,1.18,0.04,0.0,8.33,0.0,0.12,0.0,0.0,0.26,0.38,0.48,0.9,3.33,0.11,1.88,1.62,0.0,0.06,0.06,1.05,0.86,0.44,0.0,0.19,0.767,0.589,0.064,0.3929999999999999,0.2319999999999999,0.484,2.676,887,898,1,gan
0.16,0.2,0.82,0.16,1.37,0.93,1.14,0.11,0.68,0.6,0.08,0.67,0.51,1.24,0.83,0.35,0.21,0.2,3.67,6.25,2.73,10.58,0.38,2.45,0.52,0.36,1.28,0.25,0.0,0.24,0.0,0.47,0.15,0.0,0.1,0.29,0.76,0.11,0.09,0.49,0.1,0.0,0.0,0.26,0.42,0.09,0.04,0.09,0.052,0.511,0.054,0.396,0.093,0.083,2.322,772,159,1,gan
1.05,1.72,0.74,0.1,1.67,1.01,1.34,0.92,1.63,1.02,0.58,1.51,0.8,1.04,0.06,0.64,0.24,4.83,5.14,2.58,0.09,1.33,0.48,0.43,0.32,1.46,0.0,0.94,0.02,0.11,0.0,0.0,0.25,1.35,0.47,0.16,1.11,0.28,0.02,0.91,0.0,0.13,0.07,0.05,1.05,0.81,0.04,0.0,0.212,0.225,0.073,1.111,0.17,0.18,2.383,25,4,1,gan
0.5,0.74,1.62,0.16,0.05,0.84,3.27,0.72,0.05,0.5,0.02,1.8,0.1,1.23,1.14,0.04,5.06,1.26,3.76,2.08,4.27,9.5,0.54,0.31,0.36,1.22,0.0,2.32,0.06,0.12,0.4,0.0,1.36,0.0,0.68,1.18,0.64,0.12,0.53,0.28,0.0,0.0,0.18,0.96,0.61,0.62,0.09,0.77,0.034,0.087,0.347,0.636,0.6629999999999999,0.008,2.782,278,251,1,gan
0.33,0.38,0.91,0.49,0.96,1.86,1.47,0.16,0.59,0.56,1.21,1.55,0.53,1.56,1.51,1.96,0.71,1.92,5.43,1.2,1.46,10.17,0.44,0.17,1.16,0.98,0.2,0.28,0.0,0.24,1.36,0.0,0.16,0.0,0.0,1.36,0.26,0.12,0.52,0.93,0.0,0.36,0.08,0.28,0.17,0.57,0.04,0.3,0.03,0.1969999999999999,0.03,0.093,0.479,0.1159999999999999,4.0,260,254,1,gan
0.44,0.45,0.42,19.16,0.89,0.7,2.35,2.95,0.53,1.65,0.99,0.37,0.31,0.6,0.31,0.3,1.06,0.11,0.86,0.05,5.12,10.38,0.68,0.76,0.49,0.97,0.43,0.0,0.05,0.0,0.0,0.0,0.27,0.38,0.23,0.2,0.0,0.46,0.53,0.68,0.0,0.25,0.05,1.16,0.71,0.16,0.0,0.3,0.045,0.045,0.414,0.159,2.33,1.56,2.875,138,50,1,gan
0.48,0.26,0.0,0.44,0.99,0.54,1.25,0.18,0.06,1.04,0.74,0.59,0.32,0.44,2.09,0.45,1.6,0.94,5.9,0.26,1.85,0.0,0.82,0.72,0.34,0.04,0.0,0.0,0.47,0.0,0.0,0.0,1.03,0.0,0.33,1.33,5.05,0.08,0.23,0.11,0.0,0.0,0.04,0.3,1.11,0.02,0.06,0.0,0.287,0.4029999999999999,0.092,1.178,0.213,0.019,2.08,8,469,1,gan
0.87,0.17,0.19,1.16,1.25,1.27,1.34,0.95,0.56,0.56,2.06,0.04,0.79,0.47,0.29,1.55,0.63,0.82,1.93,6.25,0.98,0.12,1.28,0.34,0.68,0.09,0.0,0.36,0.06,0.12,0.0,0.0,0.14,0.17,0.13,0.84,0.41,0.09,0.0,1.19,0.0,0.36,0.18,0.0,0.57,0.1,0.46,0.19,0.01,0.75,0.161,0.5720000000000001,5.3,0.01,2.35,278,238,1,gan
0.24,2.66,1.26,1.35,2.03,0.61,0.58,0.28,1.43,0.13,0.35,0.38,0.42,1.26,0.35,2.47,1.68,0.13,4.65,0.92,1.46,0.07,1.06,1.17,0.1,1.35,0.0,0.0,0.02,0.0,0.0,0.47,0.02,0.0,0.62,1.36,0.19,0.19,0.09,0.04,0.1,0.06,0.0,0.0,0.41,0.57,0.0,0.2,0.173,0.17,0.038,0.368,0.72,0.182,5.162999999999999,581,3016,1,gan
0.7,0.14,1.14,0.57,0.98,1.61,1.03,1.41,0.12,0.62,0.33,1.23,0.49,0.05,0.62,1.05,1.58,2.33,2.05,0.05,4.04,10.17,0.46,0.6,0.95,1.36,0.0,0.0,0.0,0.11,0.0,0.0,0.14,0.0,0.12,0.0,1.88,0.36,0.32,0.0,0.0,0.32,0.0,0.0,1.53,0.08,0.0,0.41,0.071,0.114,0.1369999999999999,0.456,0.828,1.57,7.836,19,802,1,gan
1.44,0.56,0.51,0.58,0.81,0.53,2.25,0.71,0.4,1.96,0.17,1.38,0.32,0.32,1.81,1.58,1.17,1.17,5.85,0.0,0.63,7.32,0.42,0.45,0.32,0.0,1.28,8.33,0.0,0.24,0.0,0.0,0.19,0.0,0.0,0.0,0.19,0.19,0.11,0.0,0.0,0.03,0.07,0.03,0.5,0.0,0.0,0.41,0.21,0.371,0.284,0.087,0.267,0.432,5.216,53,157,1,gan
0.15,0.95,0.76,0.95,3.12,0.35,0.65,2.5,0.45,0.73,1.12,2.25,0.37,0.64,1.61,3.03,0.66,0.47,4.55,0.13,6.45,0.07,1.9,0.42,1.46,0.0,0.43,0.1,0.0,0.0,0.0,0.47,0.27,0.0,0.51,0.15,1.56,0.02,0.21,0.33,0.0,0.34,0.52,0.0,5.55,0.62,0.09,0.41,0.182,0.253,0.031,0.088,0.151,1.083,8.271,45,607,1,gan
0.23,0.85,0.87,0.81,1.23,0.64,0.54,0.12,0.28,1.96,1.12,0.85,0.67,0.58,0.78,1.05,0.25,0.6,1.09,1.68,3.72,17.1,0.47,0.11,1.35,0.36,0.18,0.0,0.11,0.18,1.36,0.0,0.14,0.12,1.91,0.0,1.1,0.0,0.53,0.28,0.1,0.0,0.1,0.3,0.08,2.5,0.09,0.3,0.067,0.238,0.2019999999999999,0.342,0.162,0.177,4.163,76,42,1,gan
0.07,0.76,0.15,0.52,1.71,0.54,1.28,0.42,0.29,1.74,0.07,0.09,0.46,1.05,0.33,0.39,1.5,0.19,3.31,1.68,1.06,7.33,0.13,0.72,0.34,0.97,1.28,8.33,0.47,0.0,0.55,0.0,0.27,0.12,0.0,0.09,0.64,0.11,0.52,1.19,0.0,0.11,0.36,0.08,0.59,0.47,0.37,0.09,0.218,0.1369999999999999,0.073,0.093,0.184,0.003,21.428,193,126,1,gan
0.7,0.27,1.68,0.52,1.2,0.79,1.23,0.13,1.47,0.06,0.06,1.09,0.91,0.06,1.1,0.03,0.57,0.61,2.17,3.03,2.95,15.43,2.2,0.82,0.17,0.05,0.2,0.0,0.0,0.12,0.0,0.0,0.27,0.3,0.1,0.0,0.25,0.02,0.74,1.07,0.0,0.0,0.2,0.55,0.59,1.48,0.0,0.0,0.061,0.3429999999999999,0.331,0.816,0.178,0.177,1.68,34,442,1,gan
